test	Contig0	100.000	960	0	0	1	960	1	960	0.0	1703
test	Contig3560	97.149	982	5	8	1	960	9014	9994	0.0	1567
test	Contig3314	97.149	982	5	8	1	960	4275	5255	0.0	1567
test	Contig3254	97.149	982	5	8	1	960	9805	10785	0.0	1567
test	Contig3230	97.149	982	5	8	1	960	22612	23592	0.0	1567
test	Contig3223	97.149	982	5	8	1	960	4930	3950	0.0	1567
test	Contig3076	97.149	982	5	8	1	960	7313	6333	0.0	1567
test	Contig2974	97.149	982	5	8	1	960	7366	6386	0.0	1567
test	Contig2673	97.149	982	5	8	1	960	11511	12491	0.0	1567
test	Contig2673	97.149	982	5	8	1	960	17454	16474	0.0	1567
test	Contig2594	97.149	982	5	8	1	960	13060	14040	0.0	1567
test	Contig2294	97.149	982	5	8	1	960	2464	3444	0.0	1567
test	Contig2122	97.149	982	5	8	1	960	7817	6837	0.0	1567
test	Contig1977	97.149	982	5	8	1	960	11113	12093	0.0	1567
test	Contig1870	97.149	982	5	8	1	960	4418	5398	0.0	1567
test	Contig1229	97.149	982	5	8	1	960	1594	2574	0.0	1567
test	Contig1169	97.149	982	5	8	1	960	6468	5488	0.0	1567
test	Contig1095	97.149	982	5	8	1	960	1551	571	0.0	1567
test	Contig1024	97.149	982	5	8	1	960	2024	1044	0.0	1567
test	Contig862	97.149	982	5	8	1	960	9722	8742	0.0	1567
test	Contig750	97.149	982	5	8	1	960	5381	6361	0.0	1567
test	Contig750	97.149	982	5	8	1	960	9543	8563	0.0	1567
test	Contig750	97.149	982	5	8	1	960	20573	21553	0.0	1567
test	Contig654	97.149	982	5	8	1	960	9008	8028	0.0	1567
test	Contig464	97.149	982	5	8	1	960	7030	6050	0.0	1567
test	Contig3469	97.050	983	5	9	1	960	6967	5986	0.0	1563
test	Contig3208	97.050	983	5	9	1	960	5211	4230	0.0	1563
test	Contig866	97.050	983	5	9	1	960	11560	12541	0.0	1563
test	Contig64	97.050	983	5	9	1	960	5815	4834	0.0	1563
test	Contig3706	97.047	982	5	9	1	960	910	1889	0.0	1561
test	Contig99	97.047	982	5	9	1	960	14932	13953	0.0	1561
test	Contig541	96.951	984	5	10	1	960	8033	7051	0.0	1557
test	Contig3075	96.948	983	5	10	1	960	8265	7285	0.0	1555
test	Contig2368	96.948	983	5	10	1	960	6788	5808	0.0	1555
test	Contig1019	96.853	985	5	11	1	960	6766	5783	0.0	1554
test	Contig521	96.856	986	3	13	1	960	3347	4330	0.0	1554
test	Contig3484	96.751	985	5	12	1	960	7680	6698	0.0	1546
test	Contig1217	96.552	986	5	14	1	960	6917	7899	0.0	1535
test	Contig2874	96.548	985	5	14	1	960	584	1564	0.0	1533
test	Contig3516	96.364	990	5	16	1	960	8543	9531	0.0	1530
test	Contig336	96.538	982	6	13	1	960	708	1683	0.0	1530
test	Contig1604	96.443	984	5	13	1	960	1958	2935	0.0	1526
test	Contig2173	96.794	967	6	10	1	945	3104	4067	0.0	1520
test	Contig3530	95.947	987	6	18	1	960	5881	4902	0.0	1500
test	Contig810	95.670	993	5	22	1	960	7660	8647	0.0	1491
test	Contig141	95.670	993	5	22	1	960	4351	5338	0.0	1491
test	Contig3691	95.825	982	11	10	1	960	12430	11457	0.0	1489
test	Contig3023	95.825	982	11	10	1	960	7813	8786	0.0	1489
test	Contig848	95.825	982	11	10	1	960	5006	5979	0.0	1489
test	Contig138	95.825	982	11	10	1	960	7867	6894	0.0	1489
test	Contig3519	95.431	985	11	13	1	960	15920	16895	0.0	1469
test	Contig517	95.122	984	4	21	1	960	3871	4834	0.0	1441
test	Contig3639	96.193	893	3	16	94	960	6792	5905	0.0	1362
test	Contig2769	95.291	892	6	20	1	863	885	1	0.0	1356
test	Contig277	96.474	794	3	9	189	960	17284	16494	0.0	1218
test	Contig277	93.137	612	3	20	388	960	17579	18190	0.0	791
test	Contig3255	95.827	695	5	9	1	673	693	1	0.0	1075
test	Contig1379	98.500	600	2	5	1	598	623	29	0.0	1026
test	Contig247	98.903	547	2	4	1	544	19568	20113	0.0	948
test	Contig3712	96.296	432	5	6	1	429	22638	23061	0.0	699
test	Contig3361	98.575	351	0	4	612	960	1	348	2.14e-163	579
test	Contig73	94.690	226	2	4	11	236	587907	588122	3.06e-92	342
test	Contig1051	86.288	299	14	24	22	299	1745	2037	1.87e-79	300
test	Contig2487	96.330	109	3	1	233	340	1046053	1046161	9.14e-43	178
test	Contig2897	97.468	79	2	0	802	880	369376	369298	5.58e-30	135
